d,x1,x2,x3,x4,TI_03,TI_15,vel_03,vel_15
6,1,4,0.1,2.05,0.133622041,0.169547718,0.799854,0.797502
7,1,4,0.1,2.05,0.133595023,0.167500575,0.799864,0.79842
8,1,4,0.1,2.05,0.133573461,0.165893406,0.799867,0.799032
9,1,4,0.1,2.05,0.133555183,0.164584763,0.799869,0.799435
10,1,4,0.1,2.05,0.133539244,0.163480157,0.799871,0.799697
1.2,1,4,0.1,4,0.134694212,0.203733293,0.798466,0.778523
2,1,4,0.1,4,0.133393389,0.190264684,0.799186,0.786769
3,1,4,0.1,4,0.132919557,0.181496455,0.79958,0.791748
4,1,4,0.1,4,0.132775849,0.176262466,0.799753,0.794686
5,1,4,0.1,4,0.132730261,0.172742039,0.799829,0.796612
6,1,4,0.1,4,0.132717161,0.170224773,0.799863,0.797876
7,1,4,0.1,4,0.132716181,0.168341721,0.799876,0.798701
8,1,4,0.1,4,0.132718885,0.166874255,0.799881,0.799233
9,1,4,0.1,4,0.132722478,0.16568352,0.799883,0.799569
10,1,4,0.1,4,0.132726238,0.164678276,0.799884,0.799776
1.2,1,4,0.55,0.1,0.140562287,0.285948734,0.794325,0.567431
2,1,4,0.55,0.1,0.133528401,0.233674705,0.797647,0.596804
3,1,4,0.55,0.1,0.130571489,0.192827857,0.79904,0.636231
4,1,4,0.55,0.1,0.129565978,0.167706795,0.79946,0.66843
5,1,4,0.55,0.1,0.129191949,0.151329036,0.799642,0.694408
6,1,4,0.55,0.1,0.129047839,0.140278028,0.799762,0.715588
7,1,4,0.55,0.1,0.128995518,0.13269172,0.799851,0.732849
8,1,4,0.55,0.1,0.128982694,0.127433006,0.799918,0.746758
9,1,4,0.55,0.1,0.128987959,0.12374464,0.799968,0.757784
10,1,4,0.55,0.1,0.129001618,0.121104076,0.800011,0.766391
1.2,1,4,0.55,2.05,0.137796605,0.207186911,0.79729,0.774255
2,1,4,0.55,2.05,0.134779189,0.191586494,0.79879,0.784284
3,1,4,0.55,2.05,0.133621171,0.181664638,0.799488,0.79009
4,1,4,0.55,2.05,0.133245708,0.175777796,0.799715,0.793412
5,1,4,0.55,2.05,0.133104402,0.171780884,0.799781,0.795599
6,1,4,0.55,2.05,0.133041043,0.168872551,0.799797,0.797081
7,1,4,0.55,2.05,0.133004172,0.166656878,0.799802,0.798098
8,1,4,0.55,2.05,0.132976922,0.164905022,0.799808,0.798796
9,1,4,0.55,2.05,0.132954038,0.16347179,0.799816,0.799273
10,1,4,0.55,2.05,0.132932672,0.162260876,0.799829,0.799594
1.2,1,4,0.55,4,0.136597281,0.204686786,0.797937,0.777372
2,1,4,0.55,4,0.134537843,0.190628873,0.799,0.786096
3,1,4,0.55,4,0.133747944,0.181539794,0.799537,0.791297
4,1,4,0.55,4,0.133481101,0.17612049,0.79974,0.794341
5,1,4,0.55,4,0.133371337,0.172462851,0.799815,0.796341
6,1,4,0.55,4,0.13331514,0.169833354,0.799838,0.797666
7,1,4,0.55,4,0.133278011,0.167855863,0.799845,0.798544
8,1,4,0.55,4,0.133248746,0.166308311,0.799847,0.799121
9,1,4,0.55,4,0.133223942,0.165050202,0.799848,0.799495
10,1,4,0.55,4,0.133201149,0.163988358,0.799851,0.799732
1.2,1,4,1,0.1,0.043677112,0.063699904,0.490747,0.568388
2,1,4,1,0.1,0.030099035,0.044819686,0.479163,0.561997
3,1,4,1,0.1,0.022817189,0.034385687,0.474442,0.558989
4,1,4,1,0.1,0.018916214,0.028695886,0.472306,0.557211
5,1,4,1,0.1,0.016434788,0.025307243,0.470839,0.555908
6,1,4,1,0.1,0.014688952,0.062295619,0.469725,0.569009
7,1,4,1,0.1,0.013377733,0.109867424,0.468881,0.63611
8,1,4,1,0.1,0.01234994,0.118207463,0.468159,0.689007
9,1,4,1,0.1,0.011526095,0.118455081,0.467193,0.722997
10,1,4,1,0.1,0.010848447,0.117351728,0.466069,0.745051
1.2,1,4,1,2.05,0.142433603,0.21051588,0.791706,0.770014
2,1,4,1,2.05,0.132994195,0.192891333,0.796346,0.781868
3,1,4,1,2.05,0.128665516,0.181874219,0.798503,0.788537
4,1,4,1,2.05,0.12701193,0.175398858,0.799345,0.792232
5,1,4,1,2.05,0.126301075,0.170993451,0.799781,0.794648
6,1,4,1,2.05,0.125971543,0.16775639,0.800019,0.796312
7,1,4,1,2.05,0.125807688,0.165261118,0.800135,0.797482
8,1,4,1,2.05,0.125717963,0.163267021,0.800187,0.798312
9,1,4,1,2.05,0.12566175,0.161623647,0.80021,0.7989
10,1,4,1,2.05,0.125622891,0.16023047,0.80022,0.799314
1.2,1,4,1,4,0.138519338,0.205986317,0.796483,0.775773
2,1,4,1,4,0.134354622,0.191127457,0.798514,0.785163
3,1,4,1,4,0.13273106,0.18160515,0.799403,0.790671
4,1,4,1,4,0.13221551,0.175940037,0.799659,0.79386
5,1,4,1,4,0.132034869,0.172103037,0.799728,0.795957
6,1,4,1,4,0.131965597,0.169325829,0.799753,0.797364
7,1,4,1,4,0.13193488,0.167222296,0.799774,0.798315
8,1,4,1,4,0.131917886,0.165567225,0.799798,0.798955
9,1,4,1,4,0.131905698,0.164217265,0.799824,0.799383
10,1,4,1,4,0.131896505,0.163077427,0.799851,0.799665
